Metascore,BoxOffice,Website,imdbRating,imdbVotes,Runtime,Language,Rated,Production,Released,imdbID,Plot,Director,Title,Actors,Response,Type,Awards,DVD,Year,Poster,Country,Genre,Writer
N/A,N/A,N/A,6.8,13,90 min,French,N/A,N/A,02 Aug 1955,tt0048151,"Garcet, a young French officer just out of military school, joins the French Batallion of the United Nations Forces fighting in Korea. He is disappointed at first as he is assigned as ...",Jacques Dupont,Crèvecoeur,N/A,True,movie,N/A,N/A,1955,https://images-na.ssl-images-amazon.com/images/M/MV5BZjJlNTMxYjMtYzY2NC00YTUwLWJlZjYtNzQ4NGM3OWY4MWVkXkEyXkFqcGdeQXVyMzI5NjUyMDM@._V1_SX300.jpg,France,Documentary,Jacques Dupont
N/A,N/A,N/A,6.5,132,89 min,"Swiss German, German",APPROVED,N/A,12 Dec 1955,tt0048152,"Heidi lives with her grandfather in the Swiss Alps in the summer, and she and Peter play and tend the goats. In the winter, she stays with Peter's mother, and they attend school. One day a ...",Franz Schnyder,Heidi and Peter,"Heinrich Gretler, Elsbeth Sigmund, Thomas Klameth, Emil Hegetschweiler",True,movie,N/A,N/A,1955,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxODYyODM2OV5BMl5BanBnXkFtZTcwODU0MjEyMQ@@._V1_SX300.jpg,Switzerland,"Drama, Family","Johanna Spyri (novel), Richard Schweizer (screenplay), Max Haufler, Paul Ruffy, David Wechsler"
N/A,N/A,N/A,N/A,N/A,102 min,German,N/A,N/A,07 Apr 1954,tt0048153,N/A,Wolfgang Liebeneiner,Sacred Lie,"Ulla Jacobsson, Karlheinz Böhm, Erwin Strahl, Hans Nielsen",True,movie,1 nomination.,N/A,1954,https://m.media-amazon.com/images/M/MV5BMjdjMGMxMmUtZDIzZC00MTkwLTljZjQtZTkxZDcyOTk5OTdmXkEyXkFqcGdeQXVyNjY5NzkyOTU@._V1_SX300.jpg,West Germany,Drama,"Eberhard Keindorff, Johanna Sibelius"
N/A,N/A,N/A,4.9,32,95 min,German,N/A,N/A,N/A,tt0048154,"Somewhere in the Salzburg mountains, young poacher Hans tries to conquer the heart of pretty schoolteacher Helga but is overthrown by forest warden Thomas. Krambambuli, the dog he once ...",Franz Antel,Heimatland,"Rudolf Prack, Adrian Hoven, Marianne Hold, Hannelore Bollmann",True,movie,N/A,N/A,1955,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2Mzk0MzA1MF5BMl5BanBnXkFtZTgwMzMzNTAzMTE@._V1_SX300.jpg,Austria,"Drama, Romance","Marie von Ebner-Eschenbach (novel), Hans Holt, Kurt Nachmann, Friedrich Perkonig"
N/A,N/A,N/A,6.6,171,7 min,English,N/A,N/A,26 Nov 1955,tt0048155,Sylvester inherits a fortune while Elmer fights off the cat's greedy friends and teaches about the need to invest the money.,Friz Freleng,Heir-Conditioned,Mel Blanc,True,movie,N/A,N/A,1955,https://m.media-amazon.com/images/M/MV5BOThlOGU0ZjktMGI0My00NTUxLTlkN2MtODY4ZjljYTE0N2EwXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_SX300.jpg,USA,"Family, Animation, Short",Warren Foster (story)
N/A,N/A,N/A,5.6,11,90 min,German,N/A,N/A,18 May 1955,tt0048156,N/A,"Wolfgang Becker, Erik Ode, Wolfgang Schleif, Fritz Stapenhorst",Heldentum nach Ladenschluß,"Josef Sieber, Horst Uhse, Herbert Weissbach, Johannes Buzalski",True,movie,N/A,N/A,1955,http://ia.media-imdb.com/images/M/MV5BMTM3MDU5MzUwMl5BMl5BanBnXkFtZTcwMjg4OTI0MQ@@._V1_SX300.jpg,West Germany,Comedy,"Joachim Fernau (screenplay), Hanns H. Fischer, John Foster (book), John Foster (screenplay)"
N/A,N/A,N/A,8.2,45,55 min,English,APPROVED,Albert Margolies,15 Jun 1954,tt0048157,"This documentary chronicles the life of Helen Keller, who was struck by an illness as a young child that left her both blind and deaf. Aided by her devoted teacher, Anne Sullivan, Keller is...",Nancy Hamilton,The Unconquered,"Katharine Cornell, Helen Keller, Polly Thompson",True,movie,Won 1 Oscar. Another 1 win.,N/A,1954,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyNDQ2ODYxMV5BMl5BanBnXkFtZTcwMjk4NzA1Mg@@._V1_SX300.jpg,USA,Documentary,"Nancy Hamilton, James L. Shute"
N/A,N/A,N/A,6.5,365,99 min,"English, Italian",Unrated,Warner Bros.,28 Jan 1956,tt0048158,"After 5 years in prison, ex-cop Steve Rollins is paroled and searches for the San Francisco mobsters who framed him for manslaughter.",Frank Tuttle,Hell on Frisco Bay,"Alan Ladd, Edward G. Robinson, Joanne Dru, William Demarest",True,movie,N/A,N/A,1955,https://m.media-amazon.com/images/M/MV5BYjQyZmRiOGYtY2IwZS00ZDAwLWFjMmYtMTE1MmUxMGQ4MTA3XkEyXkFqcGdeQXVyMjM0NDkyMDg@._V1_SX300.jpg,USA,"Crime, Drama, Film-Noir, Thriller","Sydney Boehm (screenplay), Martin Rackin (screenplay), William P. McGivern (novel)"
N/A,N/A,N/A,5.1,38,80 min,English,N/A,Columbia Pictures,01 Dec 1955,tt0048159,Interaction among men of a bombing squad in the Korean War.,Tom Gries,Hell's Horizon,"John Ireland, Marla English, Bill Williams, Hugh Beaumont",True,movie,N/A,N/A,1955,http://ia.media-imdb.com/images/M/MV5BMjEyMDYxNDEyN15BMl5BanBnXkFtZTYwMzE0Njg5._V1_SX300.jpg,USA,"Drama, War",Tom Gries
N/A,N/A,N/A,5.9,180,84 min,"English, Spanish",APPROVED,Paramount Pictures,06 May 1955,tt0048160,"Down-on-his-luck Mike Cormack is hired to fly to a Caribbean island to retrieve a missing ruby. On the island, possibly involved with the ruby's disappearance, is his ex-girlfriend.",Phil Karlson,Hell's Island,"John Payne, Mary Murphy, Francis L. Sullivan, Eduardo Noriega",True,movie,N/A,N/A,1955,https://images-na.ssl-images-amazon.com/images/M/MV5BOTIyOTExODMxM15BMl5BanBnXkFtZTgwMDY2Nzk1MDE@._V1_SX300.jpg,USA,"Adventure, Drama, Film-Noir","Maxwell Shane (written for the screen by), Jack Leonard (story), Martin Goldsmith (story)"
N/A,N/A,N/A,6.4,34,112 min,Swedish,N/A,N/A,17 Dec 1955,tt0048161,N/A,Arne Mattsson,The People of Hemso,"Erik Strandmark, Hjördis Petterson, Nils Hallberg, John Norrman",True,movie,N/A,N/A,1955,N/A,Sweden,Drama,"Rune Lindström, August Strindberg (novel)"
N/A,N/A,N/A,6.3,43,97 min,German,N/A,N/A,21 Oct 1960,tt0048162,N/A,Alberto Cavalcanti,Herr Puntila and His Servant Matti,"Curt Bois, Heinz Engelmann, Maria Emo, Erika Pelikowsky",True,movie,N/A,N/A,1960,http://ia.media-imdb.com/images/M/MV5BMTYwMDQ1ODUwNV5BMl5BanBnXkFtZTcwNDA3NzcxMQ@@._V1_SX300.jpg,"Austria, West Germany","Comedy, Musical, Drama","Bertolt Brecht (folk play), Hella Wuolijoki (story), Alberto Cavalcanti, Vladimir Pozner (adaptation), Ruth Wieden (adaptation)"
N/A,N/A,N/A,6.8,9,98 min,German,N/A,N/A,01 Jan 1956,tt0048163,N/A,Géza von Bolváry,My Leopold,"Paul Hörbiger, Peer Schmidt, Ingeborg Körner, Paul Klinger",True,movie,N/A,N/A,1955,N/A,West Germany,Drama,"Adolphe L'Arronge (play), Eberhard Keindorff, Johanna Sibelius"
N/A,N/A,N/A,6.8,9,92 min,German,N/A,N/A,23 Feb 1956,tt0048164,N/A,Harald Reinl,Ein Herz schlägt für Erika,"Grethe Weiser, Christine Kaufmann, Ingrid Stenn, Helmuth Schneider",True,movie,N/A,N/A,1956,N/A,West Germany,Drama,"Walter Forster, Maria von der Osten-Sacken"
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt0048165,N/A,N/A,Hi no bakuso,N/A,True,movie,N/A,N/A,1955,N/A,Japan,N/A,N/A
N/A,N/A,N/A,7.0,284,61 min,English,APPROVED,N/A,17 Apr 1955,tt0048166,"Sach is informed that he is the heir to the fortune of a high society mogul. When he arrives for the reading of the will, he discovers that the real heir is a young boy, and that Sach's ...",William Beaudine,High Society,"Leo Gorcey, Huntz Hall, Bernard Gorcey, Amanda Blake",True,movie,N/A,N/A,1955,https://images-na.ssl-images-amazon.com/images/M/MV5BYmRlNTRiMWYtYWNmZS00ZjBjLWFkNTktMDg5MDE5Mjc1MjgyXkEyXkFqcGdeQXVyNDY3MzU2MDM@._V1_SX300.jpg,USA,Comedy,"Edward Bernds (story), Jerome S. Gottler (screenplay), Bert Lawrence (screenplay), Elwood Ullman (story)"
N/A,N/A,N/A,N/A,N/A,100 min,German,N/A,N/A,06 Jul 1956,tt0048167,N/A,Frantisek Cáp,Hilfe - sie liebt mich,"Günther Lüders, Paul Hörbiger, Hans Reiser, Hanna Rucker",True,movie,N/A,N/A,1956,N/A,West Germany,Comedy,"Frantisek Cáp, Johannes Kai, Werner Wollenberger"
N/A,N/A,N/A,5.8,8,102 min,German,N/A,N/A,21 Jul 1955,tt0048168,N/A,Alfred Weidenmann,Der Himmel ist nie ausverkauft,"Hardy Krüger, Irene Galter, Peer Schmidt, Claus Biederstaedt",True,movie,N/A,N/A,1955,N/A,West Germany,"Comedy, Romance","Hermann Bernick (idea), Herbert Reinecker"
N/A,N/A,N/A,7.2,127,105 min,"German, Russian",N/A,N/A,02 Apr 1956,tt0048169,N/A,Helmut Käutner,Sky Without Stars,"Erik Schumann, Eva Kotthaus, Georg Thomalla, Gustav Knuth",True,movie,5 wins & 1 nomination.,N/A,1955,https://images-na.ssl-images-amazon.com/images/M/MV5BYjlkMzY2NTYtNGQzYS00ZjZlLWExMDMtMWZiY2NkM2NlMmY3XkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_SX300.jpg,West Germany,"Romance, Drama",Helmut Käutner (based on his novel)
N/A,N/A,N/A,7.2,341,95 min,Spanish,N/A,N/A,09 Nov 1955,tt0048170,"Three different stories whose central axis are radio listeners: several contestants have to get to a radio station studio dressed as Eskimo, a thief answering a call in the house which is ...",José Luis Sáenz de Heredia,Historias de la radio,"Francisco Rabal, Margarita Andrey, José Isbert, Ángel de Andrés",True,movie,2 wins.,N/A,1955,https://images-na.ssl-images-amazon.com/images/M/MV5BNWUwOWYzODgtZTJhZC00Mzk1LWJjZDQtMGQ2NDM4MzFiMjU5XkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg,Spain,Comedy,"José Luis Sáenz de Heredia (screenplay), José Luis Sáenz de Heredia (story)"
N/A,N/A,N/A,6.6,590,112 min,English,Passed,MGM Home Entertainment,04 Mar 1955,tt0048171,'Sailor Danny Xavier Smith and two other gobs try to save his sister Susan's virtue. She wants to get a role in the show "Hit the Deck". After wrecking the producers hotel suite, they land ...',Roy Rowland,Hit the Deck,"Jane Powell, Tony Martin, Debbie Reynolds, Walter Pidgeon",True,movie,N/A,N/A,1955,https://m.media-amazon.com/images/M/MV5BZGZkMGFmOWYtZTM3ZS00ZjJjLWI2NjgtZDgzMDlmMTA4MjM0XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,USA,"Comedy, Musical, Romance",'Sonya Levien, William Ludwig, Herbert Fields (based on: the musical play "Hit the Deck" by), Vincent Youmans (presented on the stage by), Hubert Osborne (from: "Shore Leave")'
N/A,N/A,N/A,5.6,76,6 min,English,N/A,N/A,01 Jan 1955,tt0048172,"A US Air Force pilot, about to be discharged, talks with a gremlin about the reasons for either re-entering civilian life, or extending their terms of service.",Chuck Jones,A Hitch in Time,Mel Blanc,True,movie,N/A,N/A,1955,https://m.media-amazon.com/images/M/MV5BZDI5Mjk1ZDctYTFiZi00ODg5LWJiNjgtZGQyNmIwNGI0OWQ2XkEyXkFqcGdeQXVyMjk3NDg2ODg@._V1_SX300.jpg,USA,"Animation, Short",Chuck Jones
N/A,N/A,N/A,N/A,N/A,N/A,Japanese,N/A,N/A,N/A,tt0048173,N/A,N/A,Hokkaido,N/A,True,movie,N/A,N/A,1955,N/A,Japan,N/A,N/A
N/A,N/A,N/A,6.8,49,75 min,English,Approved,N/A,01 Nov 1955,tt0048174,"A condemned murderer, scheduled to hang in the morning, asks for the company of a woman in his final hours.",Hugo Haas,Hold Back Tomorrow,"John Agar, Cleo Moore, Frank DeKova, Dallas Boyd",True,movie,N/A,N/A,1955,https://m.media-amazon.com/images/M/MV5BMzIzNDg1MzU5MF5BMl5BanBnXkFtZTcwNTcyMTYyMQ@@._V1_SX300.jpg,USA,"Drama, Film-Noir",Hugo Haas
N/A,N/A,N/A,7.4,251,7 min,English,N/A,N/A,16 Apr 1955,tt0048175,"A scientist invents the portable hole, only to have a thief steal his samples to go on a crime spree.",Robert McKimson,The Hole Idea,Mel Blanc,True,movie,N/A,N/A,1955,https://m.media-amazon.com/images/M/MV5BZjZhN2Y0ZDMtOTkzOS00YjY5LWFkM2UtNzI0NDEyYTE3ZmQ5XkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_SX300.jpg,USA,"Animation, Short, Comedy, Family",Sid Marcus (story)
N/A,N/A,N/A,5.2,59,92 min,Swedish,N/A,N/A,03 Sep 1955,tt0048176,"A comedy mystery involving the composer and cartoonist Hubert Yrhage, the journalist Gary Lundberg, anti cartoon campaigner Lena Lett, the mysterious Jens Myskovich and music publisher ...",Stig Olin,Hoppsan!,"Povel Ramel, Harriet Andersson, Sven Lindberg, Douglas Håge",True,movie,N/A,N/A,1955,https://m.media-amazon.com/images/M/MV5BYThhMWM5MDQtZDU5MS00MjU0LWI2YjUtNGE5ZWQxZWI4MjdlXkEyXkFqcGdeQXVyNzQxNDExNTU@._V1_SX300.jpg,Sweden,"Comedy, Mystery",Olle Strandberg
N/A,N/A,N/A,7.2,192,16 min,English,N/A,N/A,06 Oct 1955,tt0048177,"The stooges apply for job as 'Yard Men' at Scotland Yard, thinking they'll become detectives, but instead wind up as gardeners. When they accidentally see a memo about the theft a famous ...",Jules White,Hot Ice,"Shemp Howard, Larry Fine, Moe Howard, Kenneth MacDonald",True,movie,N/A,N/A,1955,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2MDc3NzU3M15BMl5BanBnXkFtZTcwMzk1NTMzMw@@._V1_SX300.jpg,USA,"Comedy, Short","Elwood Ullman (story), Jack White (screenplay)"
N/A,N/A,N/A,8.5,6,N/A,Japanese,N/A,N/A,15 Jan 1955,tt0048178,N/A,Kazuo Mori,Hotaru no hikari,"Ayako Wakao, Kenji Sugawara, Eiji Funakoshi, Kazuko Ichikawa",True,movie,N/A,N/A,1955,N/A,Japan,N/A,"Ryôzô Kasahara, Matsutarô Kawaguchi (novel)"
N/A,N/A,N/A,7.3,23,100 min,"German, French",N/A,N/A,01 Sep 1955,tt0048179,N/A,Josef von Báky,Hotel Adlon,"Sebastian Fischer, Nelly Borgeaud, René Deltgen, Werner Hinz",True,movie,N/A,N/A,1955,https://images-na.ssl-images-amazon.com/images/M/MV5BNTZlNWUxNzMtYmZlMy00MmU1LTkxZmQtNzYzOTEwY2IxNWU2XkEyXkFqcGdeQXVyNzQzNDEyOQ@@._V1_SX300.jpg,West Germany,Drama,"Emil Burri (screenplay), Johannes Mario Simmel (screenplay), Hedda Adlon (autobiography)"
N/A,N/A,N/A,6.1,59,11 min,English,N/A,N/A,N/A,tt0048180,The Eames House and Studio is explored via a series of slides.,"Charles Eames, Ray Eames",House: After Five Years of Living,N/A,True,movie,N/A,N/A,1955,N/A,USA,"Documentary, Short",N/A
N/A,N/A,N/A,7.7,47,N/A,Hindi,N/A,N/A,N/A,tt0048181,"Ashok is a petty thief working under a notorious gangster named Sunder. When Ashok comes across a dead body of a watchman, he reports this matter to the police, much to the anger of some of...",M.K. Burman,House No. 44,"Dev Anand, Kalpana Kartik, K.N. Singh, Bhagwan Sinha",True,movie,N/A,29 Aug 2000,1955,N/A,India,"Crime, Drama",Vishwamitter Adil
N/A,N/A,N/A,6.9,"2,540",102 min,"English, Japanese",Approved,20th Century Fox Film Corporation,28 Aug 1955,tt0048182,"Planted in a Tokyo crime syndicate, a U.S. Army Investigator attempts to probe the coinciding death of a fellow Army official.",Samuel Fuller,House of Bamboo,"Robert Ryan, Robert Stack, Shirley Yamaguchi, Cameron Mitchell",True,movie,N/A,07 Jun 2005,1955,https://m.media-amazon.com/images/M/MV5BNDY4NjgzZmYtMDYyOC00ZWY4LTgzYjktNGUyNDM0NzE5NGRkXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,USA,"Crime, Drama, Film-Noir","Harry Kleiner, Samuel Fuller (additional dialogue)"
N/A,N/A,N/A,5.4,141,89 min,English,APPROVED,20th Century Fox Film Corporation,06 Jan 1956,tt0048183,2 girls on the lam hide out in a college fraternity.,Nunnally Johnson,"How to Be Very, Very Popular","Betty Grable, Sheree North, Robert Cummings, Charles Coburn",True,movie,N/A,N/A,1955,https://images-na.ssl-images-amazon.com/images/M/MV5BYzg4ODNkYWEtNjA5MC00ZGYyLWFkZjYtZjE1MTdjZDc4NjljXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,USA,Comedy,"Edward Hope (novel), Nunnally Johnson, Howard Lindsay (play), Lyford Moore (play), Harlan Thompson (play)"
N/A,N/A,N/A,N/A,N/A,64 min,English,N/A,N/A,09 May 1955,tt0048184,N/A,Ben Chapman,Hunters of the Deep,Dan O'Herlihy,True,movie,N/A,N/A,1954,N/A,USA,Documentary,"Allan Dowling, Tom Gries"
N/A,N/A,N/A,6.4,66,102 min,French,N/A,N/A,08 Nov 1955,tt0048185,N/A,Alex Joffé,The Hussars,"Bernard Blier, Giovanna Ralli, Bourvil, Georges Wilson",True,movie,N/A,N/A,1955,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2Njk3OTU5OV5BMl5BanBnXkFtZTcwNTQ4ODE3MQ@@._V1_SX300.jpg,"Spain, France",Comedy,"Gabriel Arout, Pierre-Aristide Bréal (play), Pierre-Aristide Bréal (screenplay), Alex Joffé"
N/A,N/A,N/A,7.4,693,7 min,English,N/A,N/A,27 Aug 1955,tt0048186,"Bugs Bunny comes to a city park to be daily fed carrots by a meek, little man. Bugs proposes that the man adopt him as a pet. The man accepts and takes Bugs home, where he states he is a ...",Friz Freleng,Hyde and Hare,Mel Blanc,True,movie,N/A,N/A,1955,https://images-na.ssl-images-amazon.com/images/M/MV5BZDVhOTFlZDYtMGY3Yi00ZTY4LThhNzAtYTc2ZWI0YzQ4NmViXkEyXkFqcGdeQXVyNjYyODY4NDU@._V1_SX300.jpg,USA,"Family, Animation, Short",Warren Foster (story)
N/A,N/A,N/A,6.7,85,115 min,"French, English, German",N/A,N/A,13 Sep 1955,tt0048187,A former French combat pilot is hired without knowing that he will carry a large amount of contraband diamonds so he decided to steal them. The owner of the diamonds hired another former German combat pilot to retrieve them.,Yves Ciampi,Heroes and Sinners,"Yves Montand, María Félix, Jean Servais, Elisabeth Manet",True,movie,1 win & 1 nomination.,N/A,1955,https://images-na.ssl-images-amazon.com/images/M/MV5BMGNkNjZmYjktMjM2Ny00ZGQ1LTgyNzItYWYyZjk3YjQyMzc3XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,"France, West Germany","Adventure, Drama","Christiane Garnier (story), Yves Ciampi (story), Jacques-Laurent Bost (story), Jean-Charles Tacchella (screenplay), Henri-François Rey (dialogue)"
N/A,N/A,N/A,6.7,399,98 min,English,N/A,N/A,21 Jul 1955,tt0048188,"In Weimar-era Berlin, an aspiring writer strikes up a friendship with a vivacious, penniless singer.",Henry Cornelius,I Am a Camera,"Julie Harris, Laurence Harvey, Shelley Winters, Ron Randell",True,movie,N/A,N/A,1955,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwMTkwODQ3M15BMl5BanBnXkFtZTcwNTAwMjYyMQ@@._V1_SX300.jpg,UK,Drama,'John Van Druten (from the play "I am a Camera"), Christopher Isherwood (based on the stories of), John Collier (screenplay)'
N/A,N/A,N/A,5.7,13,70 min,English,N/A,N/A,19 May 1955,tt0048189,"A priest is about to see his twin brother, whom he hasn't seen in a long time--because his brother, a gang leader, has been serving a stretch in prison.",R.G. Springsteen,I Cover the Underworld,"Sean McClory, Joanne Jordan, Ray Middleton, Jaclynne Greene",True,movie,N/A,N/A,1955,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4MDkyODA2Ml5BMl5BanBnXkFtZTYwODY2Njg5._V1_SX300.jpg,USA,"Crime, Drama",John K. Butler
N/A,N/A,N/A,6.4,735,109 min,English,Passed,Warner Bros,09 Nov 1955,tt0048190,When aging criminal Roy Earle is released from prison he decides to pull one last heist before retiring by robbing a resort hotel.,Stuart Heisler,I Died a Thousand Times,"Jack Palance, Shelley Winters, Lori Nelson, Lee Marvin",True,movie,N/A,19 Jun 1991,1955,https://m.media-amazon.com/images/M/MV5BOGMzNzgzOTEtMjE0Yy00NmYwLWIzZTktMzczOTNmODA1ZjQ2XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,USA,"Crime, Drama, Film-Noir, Thriller",W.R. Burnett
N/A,N/A,N/A,7.4,"1,547",117 min,English,PASSED,MGM Home Entertainment,25 Dec 1955,tt0048191,"Deprived of a normal childhood by her ambitious mother, Katie, Lillian Roth becomes a star of Broadway and Hollywood before she is twenty. Shortly before her marriage to her childhood ...",Daniel Mann,I'll Cry Tomorrow,"Susan Hayward, Richard Conte, Eddie Albert, Jo Van Fleet",True,movie,Won 1 Oscar. Another 2 wins & 5 nominations.,06 Nov 2007,1955,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwOTIwNDU5M15BMl5BanBnXkFtZTgwNTE0MzEyMjE@._V1_SX300.jpg,USA,"Biography, Drama, Music","Helen Deutsch (screenplay), Jay Richard Kennedy (screenplay), Lillian Roth (book), Mike Connolly (book), Gerold Frank (book)"
N/A,N/A,N/A,3.1,15,89 min,German,N/A,N/A,23 Feb 1956,tt0048192,Her father urges Greta to marry the noble lawyer Dr. Hans von Spoerling. But her former boyfriend Fred Roland is informed of the planned engagement and arrives from America just in time. ...,Hans Albin,IA in Oberbayern,"Joe Stöckel, Paul Westermeier, Gunther Philipp, Lucie Englisch",True,movie,N/A,N/A,1956,N/A,West Germany,Comedy,"Hans Fitz (screenplay), Hans Albin (screenplay), Hans Fitz (play)"
N/A,N/A,N/A,7.1,417,96 min,"German, Hungarian",N/A,N/A,29 Dec 1955,tt0048193,"Andreas, a young German student comes to Hungary on an exchange programme. In the Hungarian village he falls in love with the stationmaster's daughter Piroschka and spends much of his time ...",Kurt Hoffmann,Ich denke oft an Piroschka,"Liselotte Pulver, Gunnar Möller, Wera Frydtberg, Gustav Knuth",True,movie,1 win & 1 nomination.,N/A,1955,https://m.media-amazon.com/images/M/MV5BY2YzMjUxNDAtZWYzNC00YjlkLWE2ODctODc3Y2VmMjdiOWIxXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg,West Germany,"Comedy, Romance","Hugo Hartung (screenplay), Per Schwenzen (screenplay), Joachim Wedekind (screenplay), Hugo Hartung (novel)"
N/A,N/A,N/A,6.2,16,96 min,German,N/A,N/A,25 Aug 1955,tt0048194,N/A,Wolfgang Liebeneiner,Ich war ein häßliches Mädchen,"Sonja Ziemann, Dieter Borsche, Karlheinz Böhm, Marianne Wischmann",True,movie,N/A,N/A,1955,N/A,West Germany,"Comedy, Romance","Eberhard Keindorff, Annemarie Selinko (novel), Johanna Sibelius"
N/A,N/A,N/A,4.4,8,100 min,German,N/A,N/A,26 May 1955,tt0048195,N/A,Paul Verhoeven,"Ich weiß, wofür ich lebe","Luise Ullrich, Robert Freitag, Lil Dagover, Ruth Stephan",True,movie,N/A,N/A,1955,N/A,West Germany,Drama,"Ernst Neubach (novel), Claus Hardt, Margarete Hohoff, Ernst Neubach (screenplay)"
N/A,N/A,N/A,4.3,7,98 min,German,N/A,N/A,20 Dec 1955,tt0048196,N/A,Hans Deppe,Ihr Leibregiment,"Ingrid Andree, Gerhard Riedmann, Wolf Albach-Retty, Jester Naefe",True,movie,N/A,N/A,1955,N/A,West Germany,"Comedy, Romance",Bobby E. Lüthge
N/A,N/A,N/A,N/A,N/A,100 min,German,N/A,N/A,25 Aug 1955,tt0048197,N/A,Axel von Ambesser,Ihr erstes Rendezvous,"Nicole Heesters, Paul Dahlke, Adrian Hoven, Karl Schönböck",True,movie,N/A,N/A,1955,N/A,West Germany,Romance,"Max Kolpé, Axel von Ambesser"
N/A,N/A,N/A,7.4,"3,674",103 min,Japanese,N/A,Criterion Collection,25 Jan 1967,tt0048198,An aging Japanese industrialist becomes so fearful of nuclear war that it begins to take a toll on his life and family.,Akira Kurosawa,I Live in Fear,"Toshirô Mifune, Takashi Shimura, Minoru Chiaki, Eiko Miyoshi",True,movie,1 nomination.,N/A,1955,https://m.media-amazon.com/images/M/MV5BY2NjNzdiZWYtNjIyNy00MzUzLTlkZGQtODFlYjM5MDQ3MjcyXkEyXkFqcGdeQXVyMTIyNzY1NzM@._V1_SX300.jpg,Japan,Drama,"Shinobu Hashimoto, Fumio Hayasaka (story), Akira Kurosawa (story), Hideo Oguni"
